id,situationtext
623,"Y strongly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:   Y solved significantly more problems and earned the reward according to the rules set in advance. Redistributing earnings would undermine the fairness of the performance based system, where rewards are tied to individual effort and achievement."
624,Y strongly outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I wanted to be fair to each participant
625,Y slightly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  Participant X should receive some compensation for the number of problems that they answered.
626,"Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  I decided not to redistribute any of Participant Ys earnings because they clearly outperformed Participant X. The rules were fair and known in advance, and I believe people should be rewarded based on their effort and results. Taking away Ys earnings wouldnt feel right or justified in this case."
627,Y moderately outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  I felt like 1 dollar was a fair amount and would end up with both receiving at least something.
629,Y strongly outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  While I think the player that got more right deserves more I still think the player with less deserves more than nothing.
630,"Y strongly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  I decided that they also deserve to get a share of the amount rather than keeping all for Participant Y despite solving more problems that Participant X. Thus, I decided for better performance Y gets to keep $2 and gives $1.15 to X."
631,Y strongly outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:  i think that both participants deserved a share of the amount because they took their time to solve the problems
632,Y barely outperformed X. The DM gave an equal share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Splitting the earnings evenly acknowledges both participants efforts while maintaining the studys competitive points. It promotes fairness to both without fully overriding the rules of the study.
633,Y moderately outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  They completed close to the amount of the other person so I thought they should get something.   However the other person completed more so they should have gotten the majority
634,Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  X and y acted independently of each other and x didnt deserve any of ys earnings because they didnt help them earn it.
635,Y strongly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I mean it said in the rules the people were told that if they did not solve as many problems as the other person they would not receive any bonus.  So they knew going in they could end up with a bonus of $0 so why punish the person that did better by taking some of their money and giving it to the other participant.  Not only would that be punishing the person that did better but it would show that you lied and showed deceit in your original instructions since you were not letting the person that answered 21 questions keep the money earned.
636,Y moderately outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  My decision was influenced because everyone did the job and each of them need token of appreciation
637,Y moderately outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  That's the best fair and equitable share distribution.
